,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
00001-00196.roi,1.2072730331121135,0.38756673789670076,0.5673290048021169,0.059866422648687065,0.15395397014069911,0.03896023111825295,0.06029569253513202,1.618167531182502,2.460760138274888,20.95939219779426,0.029695914218893893,0.016545759057263274,0.06051144091221637,0.022238291486705173,0.029751680284737386,0.057543714550371355,0.04688163648344167,0.02866241315463474,0.010690654511616843,0.0,0.05453596851856001,0.009854548480612959,0.025338881796934963,0.03411307403830792,0.026692830508142935
00002-00008.roi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00003-00181.roi,0.1338298487600191,0.757276948174095,1.2272710455299074,0.04309982710731989,0.34136790831513003,0.015934015869257627,0.047389567980637294,4.70601877321818,6.517667468113897,57.253792653118396,0.003194985184011307,0.0007500550337801451,0.0026687914543117204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.558707452078969e-05,0.0,0.0,0.0,0.0
00004-00095.roi,0.02796319046835739,0.04460954430550051,0.0727070741621214,0.00012371399666478015,0.004477456448002516,0.0,0.00024742781220322394,1.0322465819792017,1.1784936827763197,18.959699984460116,0.0,0.0,0.00012371399666478015,0.0,0.0,0.0,0.00012371399666478007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00005-00311.roi,2.288194162088952,2.5508144204482917,5.184637073731506,0.861019242862315,2.957987279132158,0.49173525442812066,0.990178764478122,12.02631511711215,16.199141949693516,39.29191014049521,0.2689073165745869,0.11263760238650174,0.4161201742714879,0.017024537910418056,0.013375637164380092,0.19210589753072044,0.10220151737009121,0.012444909779636932,0.0007971732754976841,0.0039009710677809753,0.311717941741106,0.002144153443555459,0.005579276959955308,0.09504385162064242,0.025246828630952664
00006-00054.roi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00007-00015.roi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00008-00018.roi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00009-00122.roi,30.822960850676537,36.89359600969704,82.1194145409896,27.398198477511222,99.67169022052343,57.33974725394933,37.50785015045115,101.91123103321246,122.40605272757068,0.0005474741077595217,0.0008412852333046998,0.002189896431038087,0.0,0.0005474741077595217,4.74477530751511e-05,0.0008412852333046998,0.0016533718344740702,0.004927266969835694,0.0,0.0,0.005732053961260745,0.0034217131734970096,0.0008412852333046998,0.004098756198452096,0.0
00010-00015.roi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
