Chip,Hour,Droplet,Bacteria Count
C8,00h,00178-01365.roi,0.0
C8,00h,00179-01343.roi,0.0
C8,00h,00180-01359.roi,0.0
C8,00h,00181-01363.roi,0.0
C8,00h,00182-01470.roi,0.0
C8,00h,00183-01456.roi,75.0
C8,00h,00184-01383.roi,0.0
C8,00h,00185-01457.roi,0.0
C8,00h,00186-01410.roi,0.0
C8,00h,00187-01391.roi,0.0
C8,00h,00188-01418.roi,0.0
C8,00h,00189-01448.roi,0.0
C8,00h,00190-01429.roi,0.0
C8,00h,00191-01481.roi,0.0
C8,00h,00192-01524.roi,0.0
C8,00h,00193-01482.roi,0.0
C8,00h,00194-01580.roi,68.0
C8,00h,00195-01511.roi,0.0
C8,00h,00196-01917.roi,1543.0
C8,00h,00197-01545.roi,0.0
C8,00h,00198-01732.roi,224.0
C8,00h,00199-01534.roi,0.0
C8,00h,00200-01631.roi,62.0
C8,00h,00201-01565.roi,0.0
C8,00h,00202-01532.roi,0.0
C8,00h,00203-01557.roi,0.0
C8,00h,00204-01555.roi,0.0
C8,00h,00205-01526.roi,0.0
C8,00h,00206-01586.roi,0.0
C8,00h,00207-01691.roi,55.0
C8,00h,00208-01551.roi,0.0
C8,00h,00209-01624.roi,0.0
C8,00h,00210-01606.roi,0.0
C8,00h,00211-01652.roi,0.0
C8,00h,00212-02152.roi,2177.0
C8,00h,00213-01625.roi,0.0
C8,00h,00214-01679.roi,39.0
C8,00h,00215-01674.roi,0.0
C8,00h,00216-02025.roi,1177.0
C8,00h,00217-01655.roi,0.0
C8,00h,00218-01624.roi,0.0
C8,00h,00219-01611.roi,0.0
C8,00h,00220-01621.roi,0.0
C8,00h,00221-01976.roi,398.0
C8,00h,00222-01702.roi,0.0
C8,00h,00223-01710.roi,0.0
C8,00h,00224-01710.roi,0.0
C8,00h,00225-01719.roi,0.0
C8,00h,00226-02034.roi,181.0
C8,00h,00227-01744.roi,0.0
C8,00h,00228-01750.roi,0.0
C8,00h,00229-01775.roi,0.0
C8,00h,00230-01743.roi,0.0
C8,00h,00231-01782.roi,0.0
C8,00h,00232-01859.roi,69.0
C8,00h,00233-01774.roi,0.0
C8,00h,00234-01768.roi,0.0
C8,00h,00235-01797.roi,0.0
C8,00h,00236-01842.roi,131.0
C8,00h,00237-01877.roi,76.0
C8,00h,00238-01756.roi,0.0
C8,00h,00239-01813.roi,0.0
C8,00h,00240-01899.roi,30.0
C8,00h,00241-01789.roi,0.0
C8,00h,00242-01835.roi,0.0
C8,00h,00243-02028.roi,587.0
C8,00h,00244-01860.roi,0.0
C8,00h,00245-01852.roi,0.0
C8,00h,00246-01864.roi,0.0
C8,00h,00247-02057.roi,148.0
C8,00h,00248-02200.roi,340.0
C8,00h,00249-01976.roi,0.0
C8,00h,00250-02556.roi,8660.0
C8,00h,00251-01885.roi,0.0
C8,00h,00252-01920.roi,0.0
C8,00h,00253-01889.roi,0.0
C8,00h,00254-01894.roi,0.0
C8,00h,00255-01940.roi,0.0
C8,00h,00256-01977.roi,64.0
C8,00h,00257-01927.roi,0.0
C8,00h,00258-01926.roi,0.0
C8,00h,00259-02111.roi,0.0
C8,00h,00260-02012.roi,0.0
C8,00h,00261-02710.roi,3551.0
C8,00h,00262-01965.roi,0.0
C8,00h,00263-02048.roi,0.0
C8,00h,00264-02047.roi,0.0
C8,00h,00265-02303.roi,631.0
C8,00h,00266-02099.roi,51.0
C8,00h,00267-02072.roi,67.0
C8,00h,00268-02913.roi,7891.0
C8,00h,00269-02029.roi,0.0
C8,00h,00270-02080.roi,0.0
C8,00h,00271-02479.roi,2023.0
C8,00h,00272-02133.roi,0.0
C8,00h,00273-02199.roi,0.0
C8,00h,00274-02088.roi,0.0
C8,00h,00275-02174.roi,35.0
C8,00h,00276-02124.roi,0.0
C8,00h,00277-02137.roi,0.0
C8,00h,00278-02254.roi,57.0
C8,00h,00279-02198.roi,0.0
C8,00h,00280-02164.roi,0.0
C8,00h,00281-02187.roi,0.0
C8,00h,00282-02229.roi,0.0
C8,00h,00283-02204.roi,0.0
C8,00h,00284-02717.roi,2564.0
C8,00h,00285-02292.roi,27.0
C8,00h,00286-02286.roi,0.0
C8,00h,00287-02962.roi,3765.0
C8,00h,00288-02383.roi,0.0
C8,00h,00289-02299.roi,0.0
C8,00h,00290-02251.roi,0.0
C8,00h,00291-02321.roi,0.0
C8,00h,00292-02289.roi,0.0
C8,00h,00293-02282.roi,0.0
C8,00h,00294-02350.roi,0.0
C8,00h,00295-02404.roi,0.0
C8,00h,00296-02428.roi,0.0
C8,00h,00297-02436.roi,0.0
C8,00h,00298-02826.roi,2984.0
C8,00h,00299-02424.roi,0.0
C8,00h,00300-02399.roi,0.0
C8,00h,00301-02365.roi,0.0
C8,00h,00302-02441.roi,90.0
C8,00h,00303-02367.roi,0.0
C8,00h,00304-02756.roi,1352.0
C8,00h,00305-02393.roi,0.0
C8,00h,00306-02445.roi,0.0
C8,00h,00307-02732.roi,524.0
C8,00h,00308-02489.roi,78.0
C8,00h,00309-02418.roi,0.0
C8,00h,00310-02464.roi,0.0
C8,00h,00311-02533.roi,0.0
C8,00h,00312-02437.roi,0.0
C8,00h,00313-02481.roi,0.0
C8,00h,00314-03111.roi,3911.0
C8,00h,00315-02461.roi,0.0
C8,00h,00316-02479.roi,0.0
C8,00h,00317-02511.roi,0.0
C8,00h,00318-02760.roi,197.0
C8,00h,00319-02477.roi,0.0
C8,00h,00320-02652.roi,228.0
C8,00h,00321-02565.roi,0.0
C8,00h,00322-02696.roi,66.0
C8,00h,00323-02546.roi,0.0
C8,00h,00324-02574.roi,0.0
C8,00h,00325-02580.roi,0.0
C8,00h,00326-02562.roi,0.0
C8,00h,00327-02613.roi,76.0
C8,00h,00328-02626.roi,0.0
C8,00h,00329-02591.roi,0.0
C8,00h,00330-02582.roi,0.0
C8,00h,00331-02887.roi,337.0
C8,00h,00332-02659.roi,0.0
C8,00h,00333-02635.roi,0.0
C8,00h,00334-02679.roi,0.0
C8,00h,00335-02689.roi,0.0
C8,00h,00336-02715.roi,0.0
C8,00h,00337-02651.roi,0.0
C8,00h,00338-02680.roi,0.0
C8,00h,00339-02744.roi,0.0
C8,00h,00340-02747.roi,0.0
C8,00h,00341-03143.roi,1238.0
C8,00h,00342-02762.roi,0.0
C8,00h,00343-02736.roi,0.0
C8,00h,00344-03260.roi,1019.0
C8,00h,00345-03154.roi,1330.0
C8,00h,00346-03334.roi,1250.0
C8,00h,00347-02849.roi,0.0
C8,00h,00348-02843.roi,0.0
C8,00h,00349-02841.roi,79.0
C8,00h,00350-02833.roi,0.0
C8,00h,00351-02823.roi,0.0
C8,00h,00352-02822.roi,0.0
C8,00h,00353-02823.roi,0.0
C8,00h,00354-02842.roi,0.0
C8,00h,00355-02870.roi,0.0
C8,00h,00356-02943.roi,87.0
C8,00h,00357-02856.roi,0.0
C8,00h,00358-03257.roi,867.0
C8,00h,00359-02863.roi,0.0
C8,00h,00360-02894.roi,0.0
C8,00h,00361-02909.roi,0.0
C8,00h,00362-02954.roi,0.0
C8,00h,00363-02951.roi,0.0
C8,00h,00364-02910.roi,0.0
C8,00h,00365-03183.roi,303.0
C8,00h,00366-02962.roi,0.0
C8,00h,00367-02991.roi,74.0
C8,00h,00368-03002.roi,75.0
C8,00h,00369-02958.roi,0.0
C8,00h,00370-03009.roi,68.0
C8,00h,00371-02988.roi,0.0
C8,00h,00372-03019.roi,0.0
C8,00h,00373-03071.roi,0.0
C8,00h,00374-03568.roi,3611.0
C8,00h,00375-03154.roi,79.0
C8,00h,00376-03019.roi,0.0
C8,00h,00377-03197.roi,0.0
C8,00h,00378-03094.roi,0.0
C8,00h,00379-03140.roi,0.0
C8,00h,00380-03101.roi,0.0
C8,00h,00381-03136.roi,0.0
C8,00h,00382-03133.roi,0.0
C8,00h,00383-03417.roi,725.0
C8,00h,00384-03162.roi,0.0
C8,00h,00385-03159.roi,33.0
C8,00h,00386-03475.roi,1182.0
C8,00h,00387-03191.roi,0.0
C8,00h,00388-03163.roi,0.0
C8,00h,00389-03148.roi,0.0
C8,00h,00390-03317.roi,62.0
C8,00h,00391-03219.roi,0.0
C8,00h,00392-03237.roi,0.0
C8,00h,00393-03217.roi,0.0
C8,00h,00394-03273.roi,0.0
C8,00h,00395-03264.roi,95.0
C8,00h,00396-03449.roi,0.0
C8,00h,00397-03280.roi,0.0
C8,00h,00398-03288.roi,60.0
C8,00h,00399-03374.roi,0.0
C8,00h,00400-03323.roi,0.0
C8,00h,00401-03305.roi,0.0
C8,00h,00402-03287.roi,0.0
C8,00h,00403-03327.roi,0.0
C8,00h,00404-03301.roi,0.0
C8,00h,00405-03319.roi,0.0
C8,00h,00406-03336.roi,0.0
C8,00h,00407-03441.roi,44.0
C8,00h,00408-03679.roi,591.0
C8,00h,00409-03347.roi,0.0
C8,00h,00410-03373.roi,0.0
C8,00h,00411-03453.roi,161.0
C8,00h,00412-03617.roi,643.0
C8,00h,00413-04356.roi,9499.0
C8,00h,00414-03392.roi,0.0
C8,00h,00415-03464.roi,0.0
C8,00h,00416-03830.roi,1764.0
C8,00h,00417-03515.roi,0.0
C8,00h,00418-03439.roi,0.0
C8,00h,00419-03440.roi,0.0
C8,00h,00420-03618.roi,0.0
C8,00h,00421-03492.roi,0.0
C8,00h,00422-03839.roi,866.0
C8,00h,00423-03479.roi,0.0
C8,00h,00424-03477.roi,0.0
C8,00h,00425-03554.roi,78.0
C8,00h,00426-03605.roi,0.0
C8,00h,00427-03526.roi,0.0
C8,00h,00428-03629.roi,0.0
C8,00h,00429-03620.roi,0.0
C8,00h,00430-03533.roi,0.0
C8,00h,00431-03546.roi,0.0
C8,00h,00432-03555.roi,0.0
C8,00h,00433-03614.roi,149.0
C8,00h,00434-03564.roi,0.0
C8,00h,00435-03670.roi,0.0
C8,00h,00436-03571.roi,0.0
C8,00h,00437-03637.roi,0.0
C8,00h,00438-03689.roi,75.0
C8,00h,00439-03644.roi,0.0
C8,00h,00440-03692.roi,69.0
C8,00h,00441-03604.roi,0.0
C8,00h,00442-03691.roi,0.0
C8,00h,00443-03670.roi,0.0
C8,00h,00444-03641.roi,0.0
C8,00h,00445-03716.roi,0.0
C8,00h,00446-03647.roi,0.0
C8,00h,00447-03657.roi,0.0
C8,00h,00448-03637.roi,0.0
C8,00h,00449-03766.roi,154.0
C8,00h,00450-03657.roi,0.0
C8,00h,00451-03751.roi,140.0
C8,00h,00452-03754.roi,0.0
C8,00h,00453-03735.roi,0.0
C8,00h,00454-03692.roi,0.0
C8,00h,00455-03739.roi,0.0
C8,00h,00456-03718.roi,0.0
C8,00h,00457-03799.roi,0.0
C8,00h,00458-03760.roi,0.0
C8,00h,00459-04188.roi,1052.0
C8,00h,00460-03708.roi,0.0
C8,00h,00461-03723.roi,0.0
C8,00h,00462-03723.roi,0.0
C8,00h,00463-03750.roi,70.0
C8,00h,00464-03733.roi,0.0
C8,00h,00465-03801.roi,0.0
C8,00h,00466-04144.roi,947.0
C8,00h,00467-03754.roi,0.0
C8,00h,00468-03854.roi,0.0
C8,00h,00469-03755.roi,0.0
C8,00h,00470-03864.roi,0.0
C8,00h,00471-03771.roi,0.0
C8,00h,00472-03765.roi,0.0
C8,00h,00473-03783.roi,0.0
C8,00h,00474-04187.roi,523.0
C8,00h,00475-04024.roi,497.0
C8,00h,00476-03855.roi,0.0
C8,00h,00477-03835.roi,0.0
C8,00h,00478-03883.roi,53.0
C8,00h,00479-03892.roi,82.0
C8,00h,00480-04062.roi,119.0
C8,00h,00481-03842.roi,0.0
C8,00h,00482-03898.roi,0.0
C8,00h,00483-03905.roi,128.0
C8,00h,00484-03961.roi,68.0
C8,00h,00485-03871.roi,0.0
C8,00h,00486-03927.roi,0.0
C8,00h,00487-03978.roi,0.0
C8,00h,00488-03920.roi,0.0
C8,00h,00489-04236.roi,721.0
C8,00h,00490-03901.roi,0.0
C8,00h,00491-04073.roi,124.0
C8,00h,00492-03999.roi,0.0
C8,00h,00493-04029.roi,39.0
C8,00h,00494-03980.roi,53.0
C8,00h,00495-03975.roi,0.0
C8,00h,00496-04309.roi,1522.0
C8,00h,00497-03951.roi,0.0
C8,00h,00498-03929.roi,0.0
C8,00h,00499-03947.roi,0.0
C8,00h,00500-03939.roi,0.0
C8,00h,00501-03977.roi,0.0
C8,00h,00502-03969.roi,0.0
C8,00h,00503-04198.roi,119.0
C8,00h,00504-04027.roi,0.0
C8,00h,00505-04092.roi,38.0
C8,00h,00506-04546.roi,3253.0
C8,00h,00507-04173.roi,124.0
C8,00h,00508-04042.roi,0.0
C8,00h,00509-03997.roi,0.0
C8,00h,00510-04042.roi,0.0
C8,00h,00511-04036.roi,0.0
C8,00h,00512-04070.roi,0.0
C8,00h,00513-04053.roi,0.0
C8,00h,00514-04064.roi,0.0
C8,00h,00515-04064.roi,0.0
C8,00h,00516-04181.roi,0.0
C8,00h,00517-04062.roi,38.0
C8,00h,00518-04118.roi,0.0
C8,00h,00519-04111.roi,0.0
C8,00h,00520-04454.roi,850.0
C8,00h,00521-04094.roi,0.0
C8,00h,00522-04133.roi,0.0
C8,00h,00523-04252.roi,144.0
C8,00h,00524-04131.roi,0.0
C8,00h,00525-04138.roi,0.0
C8,00h,00526-04228.roi,0.0
C8,00h,00527-04124.roi,0.0
C8,00h,00528-04158.roi,70.0
C8,00h,00529-04188.roi,0.0
C8,00h,00530-04176.roi,0.0
C8,00h,00531-04183.roi,0.0
C8,00h,00532-04191.roi,0.0
C8,00h,00533-04415.roi,89.0
C8,00h,00534-04788.roi,2958.0
C8,00h,00535-04240.roi,0.0
C8,00h,00536-04288.roi,0.0
C8,00h,00537-04313.roi,0.0
C8,00h,00538-04332.roi,142.0
C8,00h,00539-04922.roi,8538.0
C8,00h,00540-04440.roi,70.0
C8,00h,00541-04320.roi,0.0
C8,00h,00542-04306.roi,0.0
C8,00h,00543-04352.roi,0.0
C8,00h,00544-04382.roi,0.0
C8,00h,00545-04398.roi,0.0
C8,00h,00546-04440.roi,0.0
C8,00h,00547-04453.roi,0.0
C8,00h,00548-04427.roi,0.0
C8,00h,00549-04495.roi,0.0
C8,00h,00550-04423.roi,0.0
C8,00h,00551-04471.roi,0.0
C8,00h,00552-04478.roi,0.0
C8,00h,00553-04414.roi,0.0
C8,00h,00554-04521.roi,0.0
C8,00h,00555-04498.roi,0.0
C8,00h,00556-04480.roi,0.0
C8,00h,00557-04877.roi,1391.0
C8,00h,00558-04528.roi,0.0
C8,00h,00559-04974.roi,1458.0
C8,00h,00560-04566.roi,0.0
C8,00h,00561-04583.roi,0.0
C8,00h,00562-04773.roi,191.0
C8,00h,00563-04559.roi,0.0
C8,00h,00564-04551.roi,0.0
C8,00h,00565-04554.roi,0.0
C8,00h,00566-04560.roi,0.0
C8,00h,00567-04624.roi,0.0
C8,00h,00568-04946.roi,1128.0
C8,00h,00569-04620.roi,0.0
C8,00h,00570-04627.roi,0.0
C8,00h,00571-04623.roi,0.0
C8,00h,00572-04638.roi,0.0
C8,00h,00573-05287.roi,1251.0
C8,00h,00574-04775.roi,49.0
C8,00h,00575-04700.roi,0.0
C8,00h,00576-04607.roi,0.0
C8,00h,00577-04638.roi,0.0
C8,00h,00578-04647.roi,0.0
C8,00h,00579-04673.roi,0.0
C8,00h,00580-04693.roi,0.0
C8,00h,00581-04666.roi,0.0
C8,00h,00582-05310.roi,2288.0
C8,00h,00583-04760.roi,0.0
C8,00h,00584-04827.roi,47.0
C8,00h,00585-05023.roi,910.0
C8,00h,00586-04727.roi,0.0
C8,00h,00587-04756.roi,0.0
C8,00h,00588-04738.roi,0.0
C8,00h,00589-04756.roi,0.0
C8,00h,00590-04783.roi,0.0
C8,00h,00591-04771.roi,0.0
C8,00h,00592-04738.roi,0.0
C8,00h,00593-04789.roi,0.0
C8,00h,00594-06430.roi,13179.0
C8,00h,00595-04884.roi,83.0
C8,00h,00596-04853.roi,0.0
C8,00h,00597-04774.roi,0.0
C8,00h,00598-04852.roi,0.0
C8,00h,00599-05340.roi,3990.0
C8,00h,00600-04810.roi,0.0
C8,00h,00601-04904.roi,0.0
C8,00h,00602-04819.roi,0.0
C8,00h,00603-04878.roi,0.0
C8,00h,00604-04795.roi,0.0
C8,00h,00605-04837.roi,0.0
C8,00h,00606-04895.roi,0.0
C8,00h,00607-04907.roi,0.0
C8,00h,00608-04902.roi,0.0
C8,00h,00609-04997.roi,131.0
C8,00h,00610-05345.roi,3098.0
C8,00h,00611-04928.roi,0.0
C8,00h,00612-04940.roi,0.0
C8,00h,00613-04978.roi,0.0
C8,00h,00614-05029.roi,0.0
C8,00h,00615-05057.roi,0.0
C8,00h,00616-05122.roi,127.0
C8,00h,00617-05054.roi,48.0
C8,00h,00618-05058.roi,62.0
C8,00h,00619-05121.roi,118.0
C8,00h,00620-05062.roi,0.0
C8,00h,00621-05332.roi,1329.0
C8,00h,00622-05101.roi,0.0
C8,00h,00623-05143.roi,0.0
C8,00h,00624-05135.roi,0.0
C8,00h,00625-05275.roi,300.0
C8,00h,00626-05086.roi,0.0
C8,00h,00627-05238.roi,127.0
C8,00h,00628-05127.roi,0.0
C8,00h,00629-05075.roi,0.0
C8,00h,00630-05150.roi,0.0
C8,00h,00631-05217.roi,82.0
C8,00h,00632-05122.roi,0.0
C8,00h,00633-05197.roi,0.0
C8,00h,00634-05722.roi,3605.0
C8,00h,00635-05200.roi,69.0
C8,00h,00636-05176.roi,0.0
C8,00h,00637-05218.roi,83.0
C8,00h,00638-05209.roi,0.0
C8,00h,00639-05174.roi,0.0
C8,00h,00640-05503.roi,1427.0
C8,00h,00641-05195.roi,0.0
C8,00h,00642-05407.roi,88.0
C8,00h,00643-05359.roi,0.0
C8,00h,00644-05342.roi,58.0
C8,00h,00645-05742.roi,1233.0
C8,00h,00646-05345.roi,0.0
C8,00h,00647-05356.roi,0.0
C8,00h,00648-05342.roi,0.0
C8,00h,00649-05575.roi,119.0
C8,00h,00650-05424.roi,0.0
C8,00h,00651-05836.roi,738.0
C8,00h,00652-05336.roi,0.0
C8,00h,00653-05452.roi,0.0
C8,00h,00654-05406.roi,0.0
C8,00h,00655-05452.roi,0.0
C8,00h,00656-05400.roi,0.0
C8,00h,00657-05405.roi,0.0
C8,00h,00658-05687.roi,269.0
C8,00h,00659-05420.roi,0.0
C8,00h,00660-05477.roi,0.0
C8,00h,00661-05715.roi,217.0
C8,00h,00662-05532.roi,0.0
C8,00h,00663-05462.roi,0.0
C8,00h,00664-05583.roi,0.0
C8,00h,00665-05520.roi,0.0
C8,00h,00666-05485.roi,0.0
C8,00h,00667-05506.roi,0.0
C8,00h,00668-05528.roi,0.0
C8,00h,00669-05520.roi,0.0
C8,00h,00670-05523.roi,80.0
C8,00h,00671-05549.roi,0.0
C8,00h,00672-05534.roi,0.0
C8,00h,00673-05625.roi,151.0
C8,00h,00674-05522.roi,0.0
C8,00h,00675-05533.roi,0.0
C8,00h,00676-05665.roi,107.0
C8,00h,00677-06326.roi,5495.0
C8,00h,00678-05607.roi,0.0
C8,00h,00679-05571.roi,0.0
C8,00h,00680-05574.roi,0.0
C8,00h,00681-06251.roi,2945.0
C8,00h,00682-05732.roi,108.0
C8,00h,00683-05599.roi,0.0
C8,00h,00684-05856.roi,195.0
C8,00h,00685-05638.roi,41.0
C8,00h,00686-05731.roi,0.0
C8,00h,00687-05732.roi,53.0
C8,00h,00688-05639.roi,0.0
C8,00h,00689-05654.roi,49.0
C8,00h,00690-05641.roi,0.0
C8,00h,00691-05724.roi,68.0
C8,00h,00692-05632.roi,0.0
C8,00h,00693-05664.roi,0.0
C8,00h,00694-05648.roi,0.0
C8,00h,00695-05726.roi,0.0
C8,00h,00696-05713.roi,0.0
C8,00h,00697-05774.roi,70.0
C8,00h,00698-05933.roi,156.0
C8,00h,00699-05687.roi,0.0
C8,00h,00700-05797.roi,0.0
C8,00h,00701-06308.roi,3447.0
C8,00h,00702-05861.roi,79.0
C8,00h,00703-06038.roi,825.0
C8,00h,00704-06096.roi,563.0
C8,00h,00705-05710.roi,0.0
C8,00h,00706-05736.roi,0.0
C8,00h,00707-05734.roi,0.0
C8,00h,00708-05727.roi,0.0
C8,00h,00709-05764.roi,0.0
C8,00h,00710-05800.roi,0.0
C8,00h,00711-05776.roi,0.0
C8,00h,00712-05964.roi,0.0
C8,00h,00713-05821.roi,0.0
C8,00h,00714-05798.roi,0.0
C8,00h,00715-05806.roi,0.0
C8,00h,00716-05887.roi,0.0
C8,00h,00717-05859.roi,0.0
C8,00h,00718-05821.roi,0.0
C8,00h,00719-05873.roi,0.0
C8,00h,00720-05953.roi,0.0
C8,00h,00721-05905.roi,0.0
C8,00h,00722-05845.roi,0.0
C8,00h,00723-05869.roi,0.0
C8,00h,00724-06271.roi,1498.0
C8,00h,00725-06807.roi,8542.0
C8,00h,00726-06245.roi,1332.0
C8,00h,00727-05948.roi,0.0
C8,00h,00728-06724.roi,3016.0
C8,00h,00729-05927.roi,0.0
C8,00h,00730-05999.roi,0.0
C8,00h,00731-05958.roi,0.0
