Chip,Hour,Droplet,Bacteria Count
C3,00h,00083-00674.roi,55.0
C3,00h,00084-00474.roi,0.0
C3,00h,00085-00550.roi,0.0
C3,00h,00086-00969.roi,2333.0
C3,00h,00087-00508.roi,0.0
C3,00h,00088-00457.roi,0.0
C3,00h,00089-00462.roi,0.0
C3,00h,00090-00501.roi,0.0
C3,00h,00091-00883.roi,2029.0
C3,00h,00092-00867.roi,728.0
C3,00h,00093-00503.roi,0.0
C3,00h,00094-00962.roi,1099.0
C3,00h,00095-00667.roi,0.0
C3,00h,00096-00694.roi,34.0
C3,00h,00097-00698.roi,11.0
C3,00h,00098-00769.roi,0.0
C3,00h,00099-00857.roi,594.0
C3,00h,00100-00711.roi,18.0
C3,00h,00101-00857.roi,0.0
C3,00h,00102-00705.roi,0.0
C3,00h,00103-00624.roi,0.0
C3,00h,00104-00768.roi,21.0
C3,00h,00105-00665.roi,0.0
C3,00h,00106-00757.roi,0.0
C3,00h,00107-00737.roi,0.0
C3,00h,00108-00736.roi,0.0
C3,00h,00109-00861.roi,59.0
C3,00h,00110-01124.roi,1051.0
C3,00h,00111-00689.roi,0.0
C3,00h,00112-00774.roi,0.0
C3,00h,00113-00735.roi,0.0
C3,00h,00114-00814.roi,0.0
C3,00h,00115-00839.roi,0.0
C3,00h,00116-00974.roi,0.0
C3,00h,00117-00754.roi,0.0
C3,00h,00118-00819.roi,0.0
C3,00h,00119-00825.roi,0.0
C3,00h,00120-01194.roi,1138.0
C3,00h,00121-00824.roi,0.0
C3,00h,00122-01058.roi,209.0
C3,00h,00123-00792.roi,0.0
C3,00h,00124-00804.roi,0.0
C3,00h,00125-01021.roi,100.0
C3,00h,00126-00831.roi,0.0
C3,00h,00127-00859.roi,15.0
C3,00h,00128-00966.roi,0.0
C3,00h,00129-01376.roi,0.0
C3,00h,00130-00933.roi,57.0
C3,00h,00131-01246.roi,1276.0
C3,00h,00132-00916.roi,0.0
C3,00h,00133-00914.roi,0.0
C3,00h,00134-00944.roi,0.0
C3,00h,00135-00896.roi,0.0
C3,00h,00136-00934.roi,0.0
C3,00h,00137-01097.roi,17.0
C3,00h,00138-01030.roi,0.0
C3,00h,00139-00930.roi,0.0
C3,00h,00140-00973.roi,0.0
C3,00h,00141-00955.roi,0.0
C3,00h,00142-00970.roi,0.0
C3,00h,00143-01019.roi,13.0
C3,00h,00144-01043.roi,0.0
C3,00h,00145-01040.roi,0.0
C3,00h,00146-01383.roi,5.0
C3,00h,00147-01060.roi,0.0
C3,00h,00148-01366.roi,550.0
C3,00h,00149-01093.roi,0.0
C3,00h,00150-01136.roi,39.0
C3,00h,00151-01087.roi,30.0
C3,00h,00152-01058.roi,0.0
C3,00h,00153-01110.roi,0.0
C3,00h,00154-01100.roi,0.0
C3,00h,00155-01581.roi,1143.0
C3,00h,00156-01112.roi,0.0
C3,00h,00157-01146.roi,21.0
C3,00h,00158-01101.roi,0.0
C3,00h,00159-01194.roi,0.0
C3,00h,00160-01196.roi,0.0
C3,00h,00161-01226.roi,29.0
C3,00h,00162-01156.roi,0.0
C3,00h,00163-01190.roi,0.0
C3,00h,00164-01197.roi,0.0
C3,00h,00165-01157.roi,0.0
C3,00h,00166-01164.roi,0.0
C3,00h,00167-01248.roi,67.0
C3,00h,00168-01398.roi,120.0
C3,00h,00169-01253.roi,0.0
C3,00h,00170-01179.roi,0.0
C3,00h,00171-01279.roi,14.0
C3,00h,00172-01283.roi,0.0
C3,00h,00173-01234.roi,0.0
C3,00h,00174-01232.roi,0.0
C3,00h,00175-01240.roi,0.0
C3,00h,00176-01361.roi,0.0
C3,00h,00177-01272.roi,0.0
C3,00h,00178-01240.roi,0.0
C3,00h,00179-01249.roi,0.0
C3,00h,00180-01247.roi,0.0
C3,00h,00181-01415.roi,90.0
C3,00h,00182-01744.roi,2359.0
C3,00h,00183-01419.roi,114.0
C3,00h,00184-01530.roi,31.0
C3,00h,00185-01304.roi,0.0
C3,00h,00186-01316.roi,0.0
C3,00h,00187-01406.roi,0.0
C3,00h,00188-01299.roi,0.0
C3,00h,00189-01323.roi,0.0
C3,00h,00190-01360.roi,0.0
C3,00h,00191-01343.roi,0.0
C3,00h,00192-01401.roi,0.0
C3,00h,00193-01430.roi,53.0
C3,00h,00194-01885.roi,803.0
C3,00h,00195-01360.roi,0.0
C3,00h,00196-01833.roi,664.0
C3,00h,00197-01418.roi,5.0
C3,00h,00198-01879.roi,1745.0
C3,00h,00199-01572.roi,0.0
C3,00h,00200-01654.roi,510.0
C3,00h,00201-01695.roi,322.0
C3,00h,00202-01454.roi,14.0
C3,00h,00203-01419.roi,0.0
C3,00h,00204-01448.roi,0.0
C3,00h,00205-01436.roi,0.0
C3,00h,00206-01426.roi,0.0
C3,00h,00207-01573.roi,0.0
C3,00h,00208-01472.roi,0.0
C3,00h,00209-01748.roi,117.0
C3,00h,00210-01519.roi,11.0
C3,00h,00211-01462.roi,0.0
C3,00h,00212-01480.roi,0.0
C3,00h,00213-01563.roi,29.0
C3,00h,00214-01625.roi,141.0
C3,00h,00215-01495.roi,0.0
C3,00h,00216-01528.roi,0.0
C3,00h,00217-01553.roi,5.0
C3,00h,00218-01500.roi,0.0
C3,00h,00219-01568.roi,19.0
C3,00h,00220-01513.roi,0.0
C3,00h,00221-01667.roi,0.0
C3,00h,00222-01649.roi,78.0
C3,00h,00223-01741.roi,15.0
C3,00h,00224-01691.roi,16.0
C3,00h,00225-01644.roi,0.0
C3,00h,00226-01693.roi,0.0
C3,00h,00227-01718.roi,0.0
C3,00h,00228-01653.roi,0.0
C3,00h,00229-01741.roi,0.0
C3,00h,00230-01803.roi,109.0
C3,00h,00231-01631.roi,0.0
C3,00h,00232-01723.roi,0.0
C3,00h,00233-01823.roi,139.0
C3,00h,00234-01808.roi,20.0
C3,00h,00235-01686.roi,0.0
C3,00h,00236-01722.roi,33.0
C3,00h,00237-01793.roi,0.0
C3,00h,00238-02330.roi,2938.0
C3,00h,00239-01777.roi,25.0
C3,00h,00240-01725.roi,0.0
C3,00h,00241-01990.roi,199.0
C3,00h,00242-01717.roi,0.0
C3,00h,00243-01766.roi,0.0
C3,00h,00244-01760.roi,0.0
C3,00h,00245-01783.roi,0.0
C3,00h,00246-01754.roi,0.0
C3,00h,00247-01784.roi,0.0
C3,00h,00248-01723.roi,0.0
C3,00h,00249-02153.roi,547.0
C3,00h,00250-01737.roi,0.0
C3,00h,00251-01760.roi,0.0
C3,00h,00252-01869.roi,0.0
C3,00h,00253-01916.roi,28.0
C3,00h,00254-01869.roi,29.0
C3,00h,00255-02082.roi,513.0
C3,00h,00256-01804.roi,0.0
C3,00h,00257-01904.roi,0.0
C3,00h,00258-01918.roi,0.0
C3,00h,00259-01871.roi,0.0
C3,00h,00260-01928.roi,27.0
C3,00h,00261-01879.roi,44.0
C3,00h,00262-02421.roi,347.0
C3,00h,00263-01942.roi,33.0
C3,00h,00264-01906.roi,0.0
C3,00h,00265-01867.roi,0.0
C3,00h,00266-02135.roi,422.0
C3,00h,00267-02236.roi,848.0
C3,00h,00268-01889.roi,0.0
C3,00h,00269-01932.roi,0.0
C3,00h,00270-01981.roi,0.0
C3,00h,00271-01926.roi,0.0
C3,00h,00272-02399.roi,0.0
C3,00h,00273-02175.roi,125.0
C3,00h,00274-01993.roi,0.0
C3,00h,00275-02070.roi,58.0
C3,00h,00276-02071.roi,0.0
C3,00h,00277-02037.roi,45.0
C3,00h,00278-02396.roi,1726.0
C3,00h,00279-02007.roi,0.0
C3,00h,00280-02037.roi,0.0
C3,00h,00281-02028.roi,0.0
C3,00h,00282-02045.roi,0.0
C3,00h,00283-02123.roi,0.0
C3,00h,00284-02142.roi,49.0
C3,00h,00285-02043.roi,0.0
C3,00h,00286-02497.roi,815.0
C3,00h,00287-02037.roi,0.0
C3,00h,00288-02120.roi,40.0
C3,00h,00289-02744.roi,1710.0
C3,00h,00290-02166.roi,0.0
C3,00h,00291-02098.roi,0.0
C3,00h,00292-02119.roi,0.0
C3,00h,00293-02282.roi,106.0
C3,00h,00294-02249.roi,24.0
C3,00h,00295-02119.roi,0.0
C3,00h,00296-02256.roi,0.0
C3,00h,00297-02210.roi,31.0
C3,00h,00298-02621.roi,524.0
C3,00h,00299-02264.roi,25.0
C3,00h,00300-02220.roi,0.0
C3,00h,00301-02215.roi,0.0
C3,00h,00302-02293.roi,0.0
C3,00h,00303-02276.roi,26.0
C3,00h,00304-02244.roi,0.0
C3,00h,00305-02296.roi,34.0
C3,00h,00306-02353.roi,169.0
C3,00h,00307-02212.roi,0.0
C3,00h,00308-02233.roi,0.0
C3,00h,00309-02234.roi,0.0
C3,00h,00310-02227.roi,0.0
C3,00h,00311-02704.roi,1178.0
C3,00h,00312-02634.roi,298.0
C3,00h,00313-02398.roi,0.0
C3,00h,00314-02448.roi,222.0
C3,00h,00315-02240.roi,0.0
C3,00h,00316-02349.roi,0.0
C3,00h,00317-02342.roi,0.0
C3,00h,00318-02409.roi,0.0
C3,00h,00319-02456.roi,23.0
C3,00h,00320-02454.roi,0.0
C3,00h,00321-02363.roi,0.0
C3,00h,00322-02421.roi,0.0
C3,00h,00323-02389.roi,0.0
C3,00h,00324-02866.roi,1080.0
C3,00h,00325-02385.roi,0.0
C3,00h,00326-02580.roi,191.0
C3,00h,00327-02395.roi,0.0
C3,00h,00328-02441.roi,0.0
C3,00h,00329-02423.roi,0.0
C3,00h,00330-02444.roi,0.0
C3,00h,00331-02445.roi,0.0
C3,00h,00332-02537.roi,27.0
C3,00h,00333-02493.roi,0.0
C3,00h,00334-02614.roi,10.0
C3,00h,00335-02434.roi,0.0
C3,00h,00336-02514.roi,0.0
C3,00h,00337-02565.roi,5.0
C3,00h,00338-03006.roi,1580.0
C3,00h,00339-02525.roi,0.0
C3,00h,00340-02602.roi,0.0
C3,00h,00341-02573.roi,0.0
C3,00h,00342-02508.roi,0.0
C3,00h,00343-02635.roi,152.0
C3,00h,00344-02770.roi,76.0
C3,00h,00345-02815.roi,295.0
C3,00h,00346-02576.roi,0.0
C3,00h,00347-02767.roi,158.0
C3,00h,00348-02844.roi,367.0
C3,00h,00349-02620.roi,0.0
C3,00h,00350-02623.roi,48.0
C3,00h,00351-02588.roi,0.0
C3,00h,00352-02651.roi,0.0
C3,00h,00353-02648.roi,0.0
C3,00h,00354-03165.roi,2899.0
C3,00h,00355-02684.roi,34.0
C3,00h,00356-02637.roi,0.0
C3,00h,00357-02968.roi,399.0
C3,00h,00358-02824.roi,127.0
C3,00h,00359-02653.roi,0.0
C3,00h,00360-02693.roi,0.0
C3,00h,00361-02634.roi,0.0
C3,00h,00362-02670.roi,0.0
C3,00h,00363-03008.roi,162.0
C3,00h,00364-02707.roi,0.0
C3,00h,00365-02769.roi,0.0
C3,00h,00366-02768.roi,0.0
C3,00h,00367-02798.roi,40.0
C3,00h,00368-03030.roi,406.0
C3,00h,00369-02818.roi,0.0
C3,00h,00370-02867.roi,59.0
C3,00h,00371-02804.roi,0.0
C3,00h,00372-02809.roi,0.0
C3,00h,00373-02945.roi,75.0
C3,00h,00374-02805.roi,0.0
C3,00h,00375-03203.roi,1188.0
C3,00h,00376-02900.roi,73.0
C3,00h,00377-02837.roi,0.0
C3,00h,00378-02931.roi,26.0
C3,00h,00379-02941.roi,0.0
C3,00h,00380-03117.roi,253.0
C3,00h,00381-02940.roi,37.0
C3,00h,00382-02962.roi,45.0
C3,00h,00383-02909.roi,0.0
C3,00h,00384-03094.roi,116.0
C3,00h,00385-02942.roi,0.0
C3,00h,00386-02960.roi,0.0
C3,00h,00387-03019.roi,53.0
C3,00h,00388-02999.roi,0.0
C3,00h,00389-03493.roi,2263.0
C3,00h,00390-03005.roi,0.0
C3,00h,00391-03076.roi,83.0
C3,00h,00392-03016.roi,0.0
C3,00h,00393-03657.roi,2206.0
C3,00h,00394-03103.roi,0.0
C3,00h,00395-03055.roi,0.0
C3,00h,00396-03269.roi,148.0
C3,00h,00397-03094.roi,0.0
C3,00h,00398-03088.roi,0.0
C3,00h,00399-03084.roi,0.0
C3,00h,00400-03090.roi,0.0
C3,00h,00401-03185.roi,0.0
C3,00h,00402-03073.roi,0.0
C3,00h,00403-03239.roi,137.0
C3,00h,00404-03520.roi,1055.0
C3,00h,00405-03098.roi,0.0
C3,00h,00406-03228.roi,0.0
C3,00h,00407-03091.roi,0.0
C3,00h,00408-03209.roi,51.0
C3,00h,00409-03124.roi,0.0
C3,00h,00410-03897.roi,5625.0
C3,00h,00411-03172.roi,44.0
C3,00h,00412-03156.roi,0.0
C3,00h,00413-03158.roi,0.0
C3,00h,00414-03147.roi,0.0
C3,00h,00415-03156.roi,0.0
C3,00h,00416-03201.roi,0.0
C3,00h,00417-03270.roi,39.0
C3,00h,00418-03237.roi,0.0
C3,00h,00419-03192.roi,0.0
C3,00h,00420-03253.roi,0.0
C3,00h,00421-03742.roi,2439.0
C3,00h,00422-03233.roi,25.0
C3,00h,00423-03244.roi,31.0
C3,00h,00424-03250.roi,0.0
C3,00h,00425-03291.roi,0.0
C3,00h,00426-03332.roi,44.0
C3,00h,00427-03316.roi,0.0
C3,00h,00428-03346.roi,0.0
C3,00h,00429-03337.roi,0.0
C3,00h,00430-03317.roi,0.0
C3,00h,00431-03337.roi,0.0
C3,00h,00432-03342.roi,0.0
C3,00h,00433-03296.roi,0.0
C3,00h,00434-04209.roi,7963.0
C3,00h,00435-03417.roi,0.0
C3,00h,00436-03409.roi,0.0
C3,00h,00437-03352.roi,0.0
C3,00h,00438-03860.roi,1394.0
C3,00h,00439-03373.roi,0.0
C3,00h,00440-03351.roi,0.0
C3,00h,00441-03362.roi,0.0
C3,00h,00442-04195.roi,4225.0
C3,00h,00443-03543.roi,94.0
C3,00h,00444-03764.roi,616.0
C3,00h,00445-03415.roi,0.0
C3,00h,00446-03520.roi,0.0
C3,00h,00447-03445.roi,0.0
C3,00h,00448-03506.roi,0.0
C3,00h,00449-03485.roi,0.0
C3,00h,00450-03493.roi,0.0
C3,00h,00451-03585.roi,43.0
C3,00h,00452-03490.roi,0.0
C3,00h,00453-03567.roi,93.0
C3,00h,00454-03490.roi,0.0
C3,00h,00455-03534.roi,0.0
C3,00h,00456-03510.roi,0.0
C3,00h,00457-03511.roi,0.0
C3,00h,00458-03576.roi,0.0
C3,00h,00459-03546.roi,0.0
C3,00h,00460-04196.roi,6605.0
C3,00h,00461-03602.roi,0.0
C3,00h,00462-03736.roi,147.0
C3,00h,00463-03529.roi,0.0
C3,00h,00464-03587.roi,0.0
C3,00h,00465-03618.roi,0.0
C3,00h,00466-03582.roi,0.0
C3,00h,00467-04070.roi,1540.0
C3,00h,00468-03693.roi,30.0
C3,00h,00469-03893.roi,855.0
C3,00h,00470-03611.roi,0.0
C3,00h,00471-03773.roi,0.0
C3,00h,00472-03590.roi,0.0
C3,00h,00473-03834.roi,180.0
C3,00h,00474-03610.roi,0.0
C3,00h,00475-03628.roi,0.0
C3,00h,00476-03616.roi,0.0
C3,00h,00477-03660.roi,0.0
C3,00h,00478-03671.roi,0.0
C3,00h,00479-03724.roi,28.0
C3,00h,00480-03794.roi,75.0
C3,00h,00481-03641.roi,0.0
C3,00h,00482-03678.roi,0.0
C3,00h,00483-03724.roi,0.0
C3,00h,00484-03789.roi,0.0
C3,00h,00485-03724.roi,0.0
C3,00h,00486-03707.roi,0.0
C3,00h,00487-03759.roi,0.0
C3,00h,00488-04198.roi,1392.0
C3,00h,00489-04127.roi,1231.0
C3,00h,00490-03789.roi,0.0
C3,00h,00491-03722.roi,0.0
C3,00h,00492-03765.roi,0.0
C3,00h,00493-03802.roi,42.0
C3,00h,00494-03839.roi,0.0
C3,00h,00495-03782.roi,0.0
C3,00h,00496-03836.roi,0.0
C3,00h,00497-03818.roi,0.0
C3,00h,00498-03944.roi,26.0
C3,00h,00499-03824.roi,0.0
C3,00h,00500-03907.roi,0.0
C3,00h,00501-03954.roi,26.0
C3,00h,00502-03900.roi,0.0
C3,00h,00503-03978.roi,34.0
C3,00h,00504-03931.roi,0.0
C3,00h,00505-03958.roi,0.0
C3,00h,00506-03929.roi,0.0
C3,00h,00507-04114.roi,0.0
C3,00h,00508-04035.roi,78.0
C3,00h,00509-03960.roi,0.0
C3,00h,00510-04026.roi,0.0
C3,00h,00511-04328.roi,889.0
C3,00h,00512-04037.roi,0.0
C3,00h,00513-04229.roi,0.0
C3,00h,00514-04047.roi,0.0
C3,00h,00515-04166.roi,5.0
C3,00h,00516-04051.roi,0.0
C3,00h,00517-04176.roi,88.0
C3,00h,00518-04445.roi,1475.0
C3,00h,00519-04069.roi,0.0
C3,00h,00520-04072.roi,0.0
C3,00h,00521-04282.roi,61.0
C3,00h,00522-04087.roi,0.0
C3,00h,00523-04127.roi,0.0
C3,00h,00524-04147.roi,0.0
C3,00h,00525-04150.roi,0.0
C3,00h,00526-04199.roi,26.0
C3,00h,00527-04211.roi,34.0
C3,00h,00528-04131.roi,0.0
C3,00h,00529-04194.roi,0.0
C3,00h,00530-04184.roi,0.0
C3,00h,00531-04189.roi,0.0
C3,00h,00532-04179.roi,0.0
C3,00h,00533-04330.roi,64.0
C3,00h,00534-04267.roi,0.0
C3,00h,00535-04250.roi,0.0
C3,00h,00536-04227.roi,0.0
C3,00h,00537-04272.roi,0.0
C3,00h,00538-04232.roi,0.0
C3,00h,00539-04251.roi,0.0
C3,00h,00540-04319.roi,35.0
C3,00h,00541-04274.roi,0.0
C3,00h,00542-04281.roi,0.0
C3,00h,00543-04592.roi,363.0
C3,00h,00544-04290.roi,0.0
C3,00h,00545-04295.roi,0.0
C3,00h,00546-04899.roi,3148.0
C3,00h,00547-04367.roi,0.0
C3,00h,00548-04378.roi,30.0
C3,00h,00549-04392.roi,0.0
C3,00h,00550-04409.roi,32.0
C3,00h,00551-04371.roi,0.0
C3,00h,00552-04741.roi,717.0
C3,00h,00553-04375.roi,0.0
C3,00h,00554-04424.roi,17.0
C3,00h,00555-04444.roi,0.0
C3,00h,00556-04442.roi,0.0
C3,00h,00557-04474.roi,0.0
C3,00h,00558-04583.roi,70.0
C3,00h,00559-04462.roi,0.0
C3,00h,00560-04463.roi,0.0
C3,00h,00561-04530.roi,0.0
C3,00h,00562-04494.roi,0.0
C3,00h,00563-04541.roi,0.0
C3,00h,00564-04550.roi,0.0
C3,00h,00565-04570.roi,0.0
C3,00h,00566-04581.roi,0.0
C3,00h,00567-04618.roi,50.0
C3,00h,00568-04605.roi,0.0
C3,00h,00569-04634.roi,0.0
C3,00h,00570-04642.roi,0.0
C3,00h,00571-04700.roi,35.0
C3,00h,00572-04560.roi,0.0
C3,00h,00573-04672.roi,38.0
C3,00h,00574-04641.roi,0.0
C3,00h,00575-04584.roi,0.0
C3,00h,00576-04678.roi,35.0
C3,00h,00577-04579.roi,0.0
C3,00h,00578-04611.roi,0.0
C3,00h,00579-04593.roi,0.0
C3,00h,00580-04623.roi,0.0
C3,00h,00581-04611.roi,0.0
C3,00h,00582-04649.roi,0.0
C3,00h,00583-04640.roi,0.0
C3,00h,00584-04780.roi,120.0
C3,00h,00585-04643.roi,0.0
C3,00h,00586-04647.roi,0.0
C3,00h,00587-04710.roi,0.0
C3,00h,00588-04785.roi,35.0
C3,00h,00589-04817.roi,43.0
C3,00h,00590-04999.roi,430.0
C3,00h,00591-04885.roi,150.0
C3,00h,00592-04998.roi,507.0
C3,00h,00593-04698.roi,0.0
C3,00h,00594-04704.roi,0.0
C3,00h,00595-04715.roi,0.0
C3,00h,00596-04728.roi,0.0
C3,00h,00597-04748.roi,0.0
C3,00h,00598-04770.roi,0.0
C3,00h,00599-04762.roi,53.0
C3,00h,00600-04794.roi,0.0
C3,00h,00601-04798.roi,34.0
C3,00h,00602-04775.roi,0.0
C3,00h,00603-04742.roi,0.0
C3,00h,00604-04736.roi,0.0
C3,00h,00605-04779.roi,0.0
C3,00h,00606-04748.roi,0.0
C3,00h,00607-04764.roi,0.0
C3,00h,00608-04777.roi,0.0
C3,00h,00609-04777.roi,0.0
C3,00h,00610-04794.roi,0.0
C3,00h,00611-04794.roi,0.0
C3,00h,00612-04828.roi,0.0
C3,00h,00613-04893.roi,97.0
C3,00h,00614-04896.roi,0.0
C3,00h,00615-04830.roi,0.0
C3,00h,00616-04814.roi,0.0
C3,00h,00617-04798.roi,0.0
C3,00h,00618-04886.roi,0.0
C3,00h,00619-05063.roi,52.0
C3,00h,00620-05331.roi,4896.0
C3,00h,00621-04869.roi,0.0
C3,00h,00622-04833.roi,0.0
C3,00h,00623-04940.roi,0.0
C3,00h,00624-04917.roi,0.0
C3,00h,00625-04953.roi,35.0
C3,00h,00626-04846.roi,0.0
C3,00h,00627-04847.roi,0.0
C3,00h,00628-04860.roi,0.0
C3,00h,00629-04891.roi,0.0
C3,00h,00630-04911.roi,0.0
C3,00h,00631-04943.roi,32.0
C3,00h,00632-04885.roi,0.0
C3,00h,00633-04955.roi,0.0
C3,00h,00634-04968.roi,32.0
C3,00h,00635-04865.roi,0.0
C3,00h,00636-04964.roi,0.0
C3,00h,00637-05206.roi,150.0
C3,00h,00638-05037.roi,0.0
C3,00h,00639-05041.roi,216.0
C3,00h,00640-05245.roi,833.0
C3,00h,00641-06117.roi,4559.0
C3,00h,00642-05010.roi,58.0
C3,00h,00643-04966.roi,0.0
C3,00h,00644-04983.roi,0.0
C3,00h,00645-04913.roi,0.0
C3,00h,00646-04919.roi,0.0
C3,00h,00647-04954.roi,0.0
C3,00h,00648-05425.roi,1659.0
C3,00h,00649-05098.roi,76.0
C3,00h,00650-04991.roi,31.0
C3,00h,00651-04966.roi,0.0
C3,00h,00652-05423.roi,1364.0
C3,00h,00653-05160.roi,0.0
C3,00h,00654-04994.roi,0.0
C3,00h,00655-05448.roi,2113.0
C3,00h,00656-04999.roi,0.0
C3,00h,00657-05130.roi,74.0
C3,00h,00658-05467.roi,1401.0
C3,00h,00659-05053.roi,0.0
C3,00h,00660-05039.roi,0.0
C3,00h,00661-05329.roi,470.0
C3,00h,00662-05035.roi,0.0
C3,00h,00663-05032.roi,0.0
C3,00h,00664-05073.roi,0.0
C3,00h,00665-05169.roi,0.0
C3,00h,00666-05149.roi,0.0
C3,00h,00667-05047.roi,0.0
C3,00h,00668-05072.roi,0.0
C3,00h,00669-05097.roi,0.0
C3,00h,00670-05064.roi,0.0
C3,00h,00671-05091.roi,0.0
C3,00h,00672-05101.roi,0.0
C3,00h,00673-05390.roi,395.0
C3,00h,00674-05802.roi,1866.0
C3,00h,00675-05223.roi,0.0
C3,00h,00676-05256.roi,38.0
C3,00h,00677-05543.roi,1785.0
C3,00h,00678-05211.roi,0.0
C3,00h,00679-05176.roi,0.0
C3,00h,00680-05763.roi,1044.0
C3,00h,00681-05333.roi,92.0
C3,00h,00682-05217.roi,0.0
C3,00h,00683-05205.roi,0.0
C3,00h,00684-05274.roi,34.0
C3,00h,00685-05234.roi,0.0
C3,00h,00686-05225.roi,0.0
C3,00h,00687-05282.roi,0.0
C3,00h,00688-05269.roi,0.0
C3,00h,00689-05400.roi,0.0
C3,00h,00690-05344.roi,0.0
C3,00h,00691-05301.roi,0.0
C3,00h,00692-05355.roi,0.0
C3,00h,00693-05446.roi,139.0
C3,00h,00694-05334.roi,0.0
C3,00h,00695-05328.roi,0.0
C3,00h,00696-05458.roi,67.0
C3,00h,00697-05371.roi,0.0
C3,00h,00698-05472.roi,90.0
C3,00h,00699-05439.roi,0.0
C3,00h,00700-05407.roi,0.0
C3,00h,00701-05722.roi,327.0
C3,00h,00702-05424.roi,0.0
C3,00h,00703-05393.roi,0.0
C3,00h,00704-05443.roi,36.0
C3,00h,00705-05475.roi,0.0
C3,00h,00706-05605.roi,23.0
C3,00h,00707-05671.roi,0.0
C3,00h,00708-05534.roi,0.0
C3,00h,00709-05617.roi,26.0
C3,00h,00710-05545.roi,0.0
C3,00h,00711-05543.roi,0.0
C3,00h,00712-05507.roi,0.0
C3,00h,00713-05499.roi,0.0
C3,00h,00714-05616.roi,23.0
C3,00h,00715-05516.roi,0.0
C3,00h,00716-05551.roi,0.0
C3,00h,00717-05599.roi,0.0
C3,00h,00718-05583.roi,40.0
C3,00h,00719-05565.roi,21.0
C3,00h,00720-05553.roi,0.0
C3,00h,00721-05562.roi,0.0
C3,00h,00722-05614.roi,10.0
C3,00h,00723-05822.roi,97.0
C3,00h,00724-05551.roi,0.0
C3,00h,00725-05703.roi,132.0
C3,00h,00726-05675.roi,0.0
C3,00h,00727-05668.roi,0.0
C3,00h,00728-05584.roi,0.0
C3,00h,00729-05663.roi,0.0
C3,00h,00730-05658.roi,0.0
C3,00h,00731-05649.roi,0.0
C3,00h,00732-05616.roi,0.0
